id,main_features,resolution,model,specification,usd_per_set,unit_cost_in_naira,unit_shipment_cost,total_cost_in_naira,reseller_markup15,tsi_markup15,end_user_markup35,t_19rs,t_21rs,t_23rs,sunday_onu_silver,silver_dp,bronze_dp,platinum_dp,reseller_p,tsi_p,seven7dot4ns_rp,eu_price
102,"16CH 1080N AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1 SATA ,Up to 8TB 
Decoding Ability：
16*1080N@25fps（4 in 1）
",H.265/1080N,JVS-XD2716-FC10T,"Video input:4CH,BNC
Sync Playback: 4CH
2 pcs USB 2.0 
Standard Color: Black
Dimension: 250x223x42mm",40.0,60000.0,180000.0,240000.0,36000.0,60000.0,84000.0,38400.0,33600.0,28800.0,278400.0,298080.0,285120.0,275400.0," 39,826.80 "," 43,290.00 ",300348.0,324000.0
103,"4CH 5MN AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1 SATA ,Up to 8TB 
Decoding Ability：
4*5MN@12fps（4 in 1）
4*4MN@17fps（4 in 1）
4*1080N@15fps（4 in 1）",H.265/5M-N 20FPS,JVS-XD2504-FC10T,"Video input:4CH,BNC
Sync Playback: 4CH
2 pcs USB 2.0 
Standard Color: Black
Dimension: 250x223x42mm",24.0,36000.0,108000.0,144000.0,21600.0,36000.0,50400.0,23040.0,20160.000000000004,17280.0,167040.0,178848.0,171072.0,165240.0," 23,896.08 "," 25,974.00 ",180208.80000000002,194400.0
104,"8CH 5MN AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1 SATA ,Up to 8TB 
Decoding Ability：
8*5MN@6fps（4 in 1） 
8*4MN@8fps（4 in 1）
8*1080N@15fps（4 in 1)",H.265/5M-N 12FPS,JVS-XD2508-FC10T,"Video input:8CH,BNC
Sync Playback: 8CH
2 pcs USB 2.0 
Standard Color: Black
Dimension: 250x223x42mm",29.0,43500.0,130500.0,174000.0,26100.0,43500.0,60899.99999999999,27840.0,24360.000000000004,20880.0,201840.0,216108.0,206712.0,199665.0," 28,874.43 "," 31,385.25 ",217752.30000000002,234900.0
105,"16CH 5MN  AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1 SATA ,Up to 8TB 
Decoding Ability：
16*5MN@6fps（4 in 1） 
16*4MN@8fps（4 in 1）
16*1080N@15fps（4 in 1)",H.265/5M-N 12FPS,JVS-XD2516-FC10T,"Video input:16CH,BNC
Sync Playback: 8CH
2 pcs USB 2.0 
Standard Color: Black
Dimension: 250x223x42mm",48.0,72000.0,216000.0,288000.0,43200.0,72000.0,100800.0,46080.0,40320.00000000001,34560.0,334080.0,357696.0,342144.0,330480.0," 47,792.16 "," 51,948.00 ",360417.60000000003,388800.0
106,"8CH 5MN AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1 SATA ,Up to 8TB 
Decoding Ability：
8*5M@12fps（4 in 1）
8*4M@15fps（4 in 1）",H.265/5M-N 20FPS,JVS-XD2808-FC11T,"Video input:8CH,BNC
Sync Playback: 8CH
2 pcs USB 2.0 
Standard Color: Black
Dimension: 250x223x42mm",40.0,60000.0,180000.0,240000.0,36000.0,60000.0,84000.0,38400.0,33600.0,28800.0,278400.0,298080.0,285120.0,275400.0," 39,826.80 "," 43,290.00 ",300348.0,324000.0
107,"16CH 5MN  AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1 SATA ,Up to 8TB 
Decoding Ability：
8*5M@12fps（4 in 1）
8*4M@15fps（4 in 1）
8*1080P@15fps（4 in 1）",H.265/5M-N 20FPS,JVS-XD2816-FC11T,"Video input:16CH,BNC
Sync Playback: 8CH
2 pcs USB 2.0 
Standard Color: Black
Dimension: 250x223x42mm",69.0,103500.0,310500.0,414000.0,62100.0,103500.0,144900.0,66240.0,57960.00000000001,49680.0,480240.0,514188.0,491832.0,475065.0," 68,701.23 "," 74,675.25 ",518100.30000000005,558900.0
108,"4CH 5MN AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1 SATA ,Up to 8TB 
Video Input：4CH BNC+12CH IPC
Decoding Ability：
4*5MN@12fps（4 in 1）
4*4MN@12fps（4 in 1）
4*1080N@15fps（4 in 1）",H.265/5M-N 20FPS,JVS-XD2604-FC10V,"Video input:4CH,BNC
Sync Playback: 4CH
2 pcs USB 2.0 
Standard Color: Black
Dimension: 260x220x42mm",24.0,36000.0,108000.0,144000.0,21600.0,36000.0,50400.0,23040.0,20160.000000000004,17280.0,167040.0,178848.0,171072.0,165240.0," 23,896.08 "," 25,974.00 ",180208.80000000002,194400.0
109,"4CH 5MN AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1 SATA ,Up to 8TB 
Video Input：8CH BNC+4CH IPC
Decoding Ability：
8*5MN@6fps（4 in 1）
8*4MN@8fps（4 in 1）
8*1080N@15fps（4 in 1）",H.265/5M-N 12FPS,JVS-XD2608-FC10V,"Video input:4CH,BNC
Sync Playback: 4CH
2 pcs USB 2.0 
Standard Color: Black
Dimension: 260x220x42mm",29.0,43500.0,130500.0,174000.0,26100.0,43500.0,60899.99999999999,27840.0,24360.000000000004,20880.0,201840.0,216108.0,206712.0,199665.0," 28,874.43 "," 31,385.25 ",217752.30000000002,234900.0
110,"8CH 5MP AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
1*SATA Up to 6 TB capacity  
4MP@25/30fps,1080P@25/30fps
5MP@20/12.5fps, 4MP@25/30fps, 1080P@25/30   
Max 4ch 5M playback
TVI/AHD/CVI/Analog/IP 5-in-1
",H.265+ /5MP,JVS-XD2508-HL10V,"DVR Mode: 
8*5MP
HVR Mode:
4*5MP  +4*5MP(IP)                  
NVR Mode: 8*5MP(IP)         ",40.0,60000.0,180000.0,240000.0,36000.0,60000.0,84000.0,38400.0,33600.0,28800.0,278400.0,298080.0,285120.0,275400.0," 39,826.80 "," 43,290.00 ",300348.0,324000.0
111,"32ch 4MN  AHD/TVI/CVI/CVBS/IP 5-in-1 XVR
2X SATA (Up to 6TB/pcs)
32*4M-N@8fps
32*1080P-lite @18fps(5 in 1)
32*720P@18fps(5 in 1)record
Playback: 8ch 4.0MP/16ch 2.0MP
TVI/AHD/CVI/Analog/IP 5-in-1
",H.264+ /4MN,JVS-XD2832-HE20K,"DVR Mode: 
32*4MP
HVR Mode:
16*4MP + 16*2MP(IP)                
NVR Mode: 32*2MP(IP)     ",113.0,169500.0,508500.0,678000.0,101700.0,169500.0,237299.99999999997,108480.0,94920.00000000001,81360.0,786480.0,842076.0,805464.0,778005.0," 112,510.71 "," 122,294.25 ",848483.1000000001,915300.0
112,"4CH 2.0MP Wi-Fi KIT
Transmission over 480 Meters
Plug and Play
Remotely View by Android and iOS Phone
Automatic Pairing",H.264/2MP,JVS-ND6604-FD,"* 4CH  Wi-Fi NVR (no HDD)   X 1
* Wi-Fi  Cameras   X 4
* DC 12V 2A Power adapter   X1
* DC 12V 1A Power adapter   X4
* USB Mouse   X 1
* User Manual   X1
* Screw bag   X4",95.0,142500.0,427500.0,570000.0,85500.0,142500.0,199500.0,91200.0,79800.00000000001,68400.0,661200.0,707940.0,677160.0,654075.0," 94,588.65 "," 102,813.75 ",713326.5,769500.0
113,"4CH Wi-Fi KIT With Built-in Monitor
With Integrated Monitor, No Need to Purchase Monitor Seperately. One Kit, A Whole System!
Transmission over 480 Meters
Plug and Play
Remotely View by Android and iOS Phone
Automatic Pairing",H.264/2MP,JVS-ND6604-FDM,"* 4CH  Wi-Fi NVR（10.1 inch） (no HDD)   X 1
* Wi-Fi  Cameras   X 4
* DC 12V 2A Power adapter   X1
* DC 12V 1A Power adapter   X4
* USB Mouse   X 1
* User Manual   X1
* Screw bag   X4",150.0,225000.0,675000.0,900000.0,135000.0,225000.0,315000.0,144000.0,126000.00000000001,108000.0,1044000.0,1117800.0,1069200.0,1032750.0," 149,350.50 "," 162,337.50 ",1126305.0,1215000.0
114,"4CH 2.0MP XVR KIT
DVR:H.265/4CH/5M-N
Camera：1/3""  2.0MP CMOS Sensor,1080P;
With IR-CUT,20M IR",H.264+ /2MP,JVS-XD2504-M,"1 * 4CH 1 SATA XVR with power adapter
4*2MP AHD Camera（Various Cameras optional according to your needs）
4*18M Video & Power 2-in-1 cables
1*12V/3A Power (for cameras)
1* 1-To-5 Power Splitters

",72.0,108000.0,324000.0,432000.0,64800.0,108000.0,151200.0,69120.0,60480.00000000001,51840.0,501120.0,536544.0,513216.0,495720.0," 71,688.24 "," 77,922.00 ",540626.4,583200.0
115,"FaceTime  Attendance Device

Identification Method：Face Recognition  
Verification Speed＜1second
Face Database:5000 faces
Recognition Distance:0.3~2m
Recognition Accuracy upto 99.7%
",2MP AI,JVS-FRT-T5,"5 inch touch screen
Can detect 5 people at the same time
Support access control function
Night infrared, RGB LED light",90.0,135000.0,405000.0,540000.0,81000.0,135000.0,189000.0,86400.0,75600.0,64800.0,626400.0,670680.0,641520.0,619650.0," 89,610.30 "," 97,402.50 ",675783.0,729000.0
116,"Facial Recognition Terminal

Identification Method：Face Recognition  
Verification Speed＜1second
Face Database:20000 faces
Recognition Distance:0.3~2m
Recognition Accuracy:≥99.7%",2MP AI,JVS-FR-T8,"8 inch screen
Mask Detection
Support access control function
Night infrared, RGB LED light
Support Multi-Language 
Real-Time Voice Broadcast ",165.0,247500.0,742500.0,990000.0,148500.0,247500.0,346500.0,158400.0,138600.0,118800.0,1148400.0,1229580.0,1176120.0,1136025.0," 164,285.55 "," 178,571.25 ",1238935.5,1336500.0
117,"Temperature Detection&Mask Detection & Facial Recognition  3-in-1 System
Non-contact automatic Body Temperature Detection
Temperature Accuracy±0.3℃ 
Detection Distance: 30-60cm
Focal length：2.8mm
.",2MP AI,JVS-FRT-P8,"8 Inch Screen
Recognition Time < 1 Second 
Face Database ≥20 000 Faces 
Access Control
Support Multi-Language 
Real-Time Voice Broadcast 
High Temperature Alarm
",299.0,448500.0,1345500.0,1794000.0,269100.0,448500.0,627900.0,287040.0,251160.00000000003,215280.0,2081040.0,2228148.0,2131272.0,2058615.0," 297,705.33 "," 323,592.75 ",2245101.3000000003,2421900.0
118,"Body Temperature Thermal Camera
Thermal Sensor:Uncooled VOX Sensor
Temperature Accuracy ±0.3℃ 
Thermal Resolution: 256x192
Detection Distance: Upto 5m
Focal length：6mm
Built-in speaker
Can be used to prohibit epidemic of COVID-19 by detecting human temperature 
600 USD added for Blackbody",2MP AI,JVS-FRT-DL08,"Support High Temperature Alarm and Broadcasting
Support HDMI output (No need PC)
Simultaneous Detecting: Upto 10 Persons 
Efficiency: ≥100 Persons/Min
Multipel languages,Support VMS",799.0,1198500.0,3595500.0,4794000.0,719100.0,1198500.0,1677900.0,767040.0,671160.0000000001,575280.0,5561040.0,5954148.0,5695272.0,5501115.0," 795,540.33 "," 864,717.75 ",5999451.300000001,6471900.0
119,"Fire Prevention Thermal camera
Thermal Sensor:Uncooled VOX Sensor
Thermal Resolution： 256x192
Temperature Distance: 2~40m
Temperature Range -10℃~+550℃
Focal length：6mm
Over-temperature Warning, Automatic alarm
Support 10 detection areas
Multipel languages,Support VMS
Built-in speaker",2MP AI,JVS-FPT-DL18 ,,850.0,1275000.0,3825000.0,5100000.0,765000.0,1275000.0,1785000.0,816000.0,714000.0000000001,612000.0,5916000.0,6334200.0,6058800.0,5852250.0," 846,319.50 "," 919,912.50 ",6382395.0,6885000.0
120,"Temperature Detection &  Sanitizer Dispensation 2-in-1 Device
Detection Distance：1~5cm
Temperature Accuracy±0.2°C
Automatically Sense Rinse-Free Hand Sanitizer 
",/,SP-03,"High Temperature Alarm
Real-Time Voice Broadcast
Support °C/°F 
Support Multi-Language
",35.0,52500.0,157500.0,210000.0,31500.0,52500.0,73500.0,33600.0,29400.000000000004,25200.0,243600.0,260820.0,249480.0,240975.0," 34,848.45 "," 37,878.75 ",262804.5,283500.0
121,"Long Range PTZ Laser Camera 
3Km  Detection Distance
Support 360° Pan and Tilt
Ingress Protection:IP66",2MP AI,JVS-NL65-Z70,"70x Optical  Motorized and 32x Digital Zoom
7 ~ 500mm Visible Zoom Lens
810nm military grade infrared laser",7500.0,11250000.0,33750000.0,45000000.0,6750000.0,11250000.0,15749999.999999998,7200000.0,6300000.000000001,5400000.0,52200000.0,55890000.0,53460000.0,51637500.0," 7,792,200.00 "," 8,441,550.00 ",56315250.0,60750000.0
122,"Long Range PTZ Thermal Camera
6th Gen Uncooled focal Plane Array VOx Detector
2.4Km Detection Distance
Support 360° Pan and Tilt
Ingress Protection:IP66",2MP AI,JVS-DL64-Z33,"
5.5 ~ 180mm 33x optical zoom, 16x digital zoom
20mm Thermal Lens
Thermal Resolution：640 x 512
1.0~8.0x continuous zoom for thermal video
",6000.0,9000000.0,27000000.0,36000000.0,5400000.0,9000000.0,12600000.0,5760000.0,5040000.000000001,4320000.0,41760000.0,44712000.0,42768000.0,41310000.0," 6,233,760.00 "," 6,753,240.00 ",45052200.0,48600000.0
123,"13Km Super Long Range PTZ Thermal Camera
6th Gen Uncooled focal Plane Array VOx Detector
13Km Detection Distance
 Support 360° Pan and Tilt
Support Intrusion detection, Cross-border detection, Entry/exit area detection, etc.
Applicable for Car Detection ,Truck Detection, Ship Detection, Drone Detection
Ingress Protection:IP66",4MP AI,JVS-DL68-Z78,"11 ~ 860mm 78x  Motorized Zoom
31 ~ 155mm Thermal Lens
Thermal Resolution：640 x 512
1.0~8.0x continuous zoom for thermal video",16000.0,24000000.0,72000000.0,96000000.0,14400000.0,24000000.0,33600000.0,15360000.0,13440000.000000002,11520000.0,111360000.0,119232000.0,114048000.0,110160000.0," 16,623,360.00 "," 18,008,640.00 ",120139200.0,129600000.0
124,"AI Box for Edge Computing
The new 11th Gen  Intel® Core™  Tiger Lake embedded CPU provides AI computing ability to meet the requirements of AI edge computing application scenarios
Compatible with DililiLabs and Frigate NVR software",AI Box,JVS-B700-T,i3-1115G4 3.0GHz-4.1GHz 2Core 28W,720.0,1080000.0,3240000.0,4320000.0,648000.0,1080000.0,1512000.0,691200.0,604800.0,518400.0,5011200.0,5365440.0,5132160.0,4957200.0," 716,882.40 "," 779,220.00 ",5406264.0,5832000.0
125,,,JVS-B700-F,i5-1135G7 2.4GHz-4.2GHz 4Core 28W,900.0,1350000.0,4050000.0,5400000.0,810000.0,1350000.0,1889999.9999999998,864000.0,756000.0000000001,648000.0,6264000.0,6706800.0,6415200.0,6196500.0," 896,103.00 "," 974,025.00 ",6757830.0,7290000.0
126,"Gun Detection & Face Recognition & Calling Detecion & Smoking Detection AI NVR
The New 11th Gen Intel ® Core™ IoT Processor
Core Celeron Processor.,i3, i5 and i7 (Optional)
High- powered Intel ® Iris ® Xe graphics and AI acceleration
On board AI Ability Up to 8.292 TOPS and Able to Extend more
OEM/ODM Optional",AI NVR,JVS-ND96128-8DT,"INTEL i3: 2 Core 4 Threading, 3.0GHz, 3.840 TOPS,",730.0,1095000.0,3285000.0,4380000.0,657000.0,1095000.0,1533000.0,700800.0,613200.0000000001,525600.0,5080800.0,5439960.0,5203440.0,5026050.0," 726,839.10 "," 790,042.50 ",5481351.0,5913000.0
127,,,,"8GB DDR4 (SODIMM Interface)
INTEL i5: 4 Core 8 Threading, 2.6GHz, 6.656 TOPS,",980.0,1470000.0,4410000.0,5880000.0,882000.0,1470000.0,2057999.9999999998,940800.0,823200.0000000001,705600.0,6820800.0,7302960.0,6985440.0,6747300.0," 975,756.60 "," 1,060,605.00 ",7358526.0,7938000.0
128,,,,"
8GB DDR4 (SODIMM Interface)
INTEL i7: 4 Core 8 Threading, 2.8GHz, 8.292 TOPS,
8GB DDR4 (SODIMM Interface)",1150.0,1725000.0,5175000.0,6900000.0,1035000.0,1725000.0,2415000.0,1104000.0,966000.0000000001,828000.0,8004000.0,8569800.0,8197200.0,7917750.0," 1,145,020.50 "," 1,244,587.50 ",8635005.0,9315000.0
129,"16HDD AI Server
The New 11th Gen Intel ® Core™ IoT Processor
Core Celeron Processor.,i3, i5 and i7 (Optional)
High- powered Intel ® Iris ® Xe graphics and AI acceleration
On board AI Ability Up to 8.292 TOPS and Able to Extend more
OEM/ODM Optional",AI Server,JVS-VM9800-16DT,"INTEL i3: 2 Core 4 Threading, 3.0GHz, 3.840 TOPS,",1450.0,2175000.0,6525000.0,8700000.0,1305000.0,2175000.0,3045000.0,1392000.0,1218000.0,1044000.0,10092000.0,10805400.0,10335600.0,9983250.0," 1,443,721.50 "," 1,569,262.50 ",10887615.0,11745000.0
130,,,,"8GB DDR4 (SODIMM Interface)
INTEL i5: 4 Core 8 Threading, 2.6GHz, 6.656 TOPS,",1700.0,2550000.0,7650000.0,10200000.0,1530000.0,2550000.0,3570000.0,1632000.0,1428000.0000000002,1224000.0,11832000.0,12668400.0,12117600.0,11704500.0," 1,692,639.00 "," 1,839,825.00 ",12764790.0,13770000.0
131,,,,"
8GB DDR4 (SODIMM Interface)
INTEL i7: 4 Core 8 Threading, 2.8GHz, 8.292 TOPS,
8GB DDR4 (SODIMM Interface)",1990.0,2985000.0,8955000.0,11940000.0,1791000.0,2985000.0,4178999.9999999995,1910400.0,1671600.0000000002,1432800.0,13850400.0,14829480.0,14184720.0,13701150.0," 1,981,383.30 "," 2,153,677.50 ",14942313.0,16119000.0
132,AI PoE SWITCH,,JVS-S08-6P-65W, 8 10/100m adaptive RJ45 ports,16.0,24000.0,72000.0,96000.0,14400.0,24000.0,33600.0,15360.0,13440.000000000002,11520.0,111360.0,119232.0,114048.0,110160.0," 15,930.72 "," 17,316.00 ",120139.20000000001,129600.0
133,AI PoE SWITCH,,JVS-S10-8P-120W,8 10/100m adaptive RJ45 ports and 2 10/100/1000M adaptive RJ45 ports,25.0,37500.0,112500.0,150000.0,22500.0,37500.0,52500.0,24000.0,21000.000000000004,18000.0,174000.0,186300.0,178200.0,172125.0," 24,891.75 "," 27,056.25 ",187717.5,202500.0
134,AI PoE SWITCH,,JVS-S18-16P-240W,16 10/100m adaptive RJ45 ports and 2 10/100/1000M adaptive RJ45 ports,60.0,90000.0,270000.0,360000.0,54000.0,90000.0,125999.99999999999,57600.0,50400.00000000001,43200.0,417600.0,447120.0,427680.0,413100.0," 59,740.20 "," 64,935.00 ",450522.0,486000.0
135,AI PoE SWITCH,,JVS-S26-24P-320W,24 port POE switch ,85.0,127500.0,382500.0,510000.0,76500.0,127500.0,178500.0,81600.0,71400.0,61200.0,591600.0,633420.0,605880.0,585225.0," 84,631.95 "," 91,991.25 ",638239.5,688500.0
136,"corner bracket for Speed dome install at corner 
",,AU3001,,193.0,289500.0,868500.0,1158000.0,173700.0,289500.0,405300.0,185280.0,162120.00000000003,138960.0,1343280.0,1438236.0,1375704.0,1328805.0," 192,164.31 "," 208,874.25 ",1449179.1,1563300.0
137,Wall Mounted Bracket,,AU1002,,7.0,10500.0,31500.0,42000.0,6300.0,10500.0,14699.999999999998,6720.0,5880.000000000001,5040.0,48720.0,52164.0,49896.0,48195.0," 7,272.72 "," 7,878.78 ",52560.9,56700.0
138,Junction Box,,AU1003,,6.0,9000.0,27000.0,36000.0,5400.0,9000.0,12600.0,5760.0,5040.000000000001,4320.0,41760.0,44712.0,42768.0,41310.0," 6,233.76 "," 6,753.24 ",45052.200000000004,48600.0
139,Junction Box,,AU1004,,6.0,9000.0,27000.0,36000.0,5400.0,9000.0,12600.0,5760.0,5040.000000000001,4320.0,41760.0,44712.0,42768.0,41310.0," 6,233.76 "," 6,753.24 ",45052.200000000004,48600.0
140,Wall Mounted Bracket,,AU1005,,6.5,9750.0,29250.0,39000.0,5850.0,9750.0,13650.0,6240.0,5460.000000000001,4680.0,45240.0,48438.0,46332.0,44752.5," 6,753.24 "," 7,316.01 ",48806.55,52650.0
141,Junction Box,,AU1007,,5.5,8250.0,24750.0,33000.0,4950.0,8250.0,11550.0,5280.0,4620.0,3960.0,38280.0,40986.0,39204.0,37867.5," 5,714.28 "," 6,190.47 ",41297.85,44550.0
142,Bracket,,"Bracket 507
11013727
11013908",,1.5,2250.0,6750.0,9000.0,1350.0,2250.0,3150.0,1440.0,1260.0000000000002,1080.0,10440.0,11178.0,10692.0,10327.5," 1,558.44 "," 1,688.31 ",11263.050000000001,12150.0
143,Bracket,,Bracket 507,,1.5,2250.0,6750.0,9000.0,1350.0,2250.0,3150.0,1440.0,1260.0000000000002,1080.0,10440.0,11178.0,10692.0,10327.5," 1,558.44 "," 1,688.31 ",11263.050000000001,12150.0
144,Corner Mount Bracket,,AU3001,,8.0,12000.0,36000.0,48000.0,7200.0,12000.0,16800.0,7680.0,6720.000000000001,5760.0,55680.0,59616.0,57024.0,55080.0," 8,311.68 "," 9,004.32 ",60069.600000000006,64800.0
145,Stand,,Desktop,,35.0,52500.0,157500.0,210000.0,31500.0,52500.0,73500.0,33600.0,29400.000000000004,25200.0,243600.0,260820.0,249480.0,240975.0," 36,363.60 "," 39,393.90 ",262804.5,283500.0
146,Stand,,Floor stand with light,,60.0,90000.0,270000.0,360000.0,54000.0,90000.0,125999.99999999999,57600.0,50400.00000000001,43200.0,417600.0,447120.0,427680.0,413100.0," 62,337.60 "," 67,532.40 ",450522.0,486000.0
147,PoE Injector,,JVS-PI30,IEEE802.3AT/AF,$10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 10,753.24 "," 11,688.30 ",0.0,0.0
148,POE Splitter,,48V-12V,IEEE802.3AF/AT,$1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 1,792.21 "," 1,948.05 ",0.0,0.0
149,Cable,,Network&Power Cable,"Network&Power Cable,270M*2 Total 540meters",$71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 70,692.57 "," 76,839.75 ",0.0,0.0
150,Power Adapter,,SUN-1200200,12V 2A,$2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 2,190.47 "," 2,380.95 ",0.0,0.0
151,Power Adapter,,KPH-040012,12V 3.3A,$3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 3,484.85 "," 3,787.88 ",0.0,0.0
152,14001960 ,,32G,Micro SD card  32G   (Support Jovision camera with SD slot),2.5,3750.0,11250.0,15000.0,2250.0,3750.0,5250.0,2400.0,2100.0,1800.0,17400.0,18630.0,17820.0,17212.5," 2,489.18 "," 2,705.63 ",18771.75,20250.0
153,14001961 ,,64G,Micro SD card 64G  (Support Jovision camera with SD slot),3.5,5250.0,15750.0,21000.0,3150.0,5250.0,7349.999999999999,3360.0,2940.0000000000005,2520.0,24360.0,26082.0,24948.0,24097.5," 3,484.85 "," 3,787.88 ",26280.45,28350.0
154,14001962 ,,128G,Micro SD card 128G   (Support Jovision camera with SD slot),9.0,13500.0,40500.0,54000.0,8100.0,13500.0,18900.0,8640.0,7560.000000000001,6480.0,62640.0,67068.0,64152.0,61965.0," 8,961.03 "," 9,740.25 ",67578.3,72900.0
155,14001963 ,,256G,"Micro SD card 256G (Support JVS-N937-SDL,JVS-N537-SDL,JVS-N517-SDL)",25.0,37500.0,112500.0,150000.0,22500.0,37500.0,52500.0,24000.0,21000.000000000004,18000.0,174000.0,186300.0,178200.0,172125.0," 24,891.75 "," 27,056.25 ",187717.5,202500.0
156,,,20 AH  ,Solar panel with battery   20 AH  ,65.0,97500.0,292500.0,390000.0,58500.0,97500.0,136500.0,62400.0,54600.00000000001,46800.0,452400.0,484380.0,463320.0,447525.0," 67,532.40 "," 73,160.10 ",488065.5,526500.0
157,,,30AH  ,Solar panel with battery  30AH  ,85.0,127500.0,382500.0,510000.0,76500.0,127500.0,178500.0,81600.0,71400.0,61200.0,591600.0,633420.0,605880.0,585225.0," 88,311.60 "," 95,670.90 ",638239.5,688500.0
158,OFS-PE- M2GSF2T16,, 16 port ,"Managed POE
16-Port 1000M PoE + 2-Port 1000M SFP",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 215,514.00 "," 233,473.50 ",0.0,0.0
159,OFS-PE- M2GSF2T24,, 24 port ,"Managed POE
24-Port 1000M PoE + 2-Port 1000M SFP",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 226,746.00 "," 245,641.50 ",0.0,0.0
160,OFS-M2XF8,, 8 port ,"Fiber Switch
8*10000M SFP, L2 management type, external power supply",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 200,772.00 "," 217,503.00 ",0.0,0.0
161,OFS- M2XF4GSF16- 8C,, 16 port ,"Fiber Switch
4*10000M SFP, 16*1000M SFP,
8*optical multiplexing port, built-in power supply, L2 management type",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 435,240.00 "," 471,510.00 ",0.0,0.0
162,OFS-PE-GT18,, 16 port ,"POE switch
16*10/100/1000M POE RJ45+Uplink
2*1000M RJ45, support POE802.3AF/AT，Built-in power supply",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 123,552.00 "," 133,848.00 ",0.0,0.0
163,OFS-PE-GT26,, 24-port ,"POE switch
24*10/100/1000M POE RJ45+upstream 2RJ45*1000Mbps, support POE802.3AF/AT，Built-in power supply",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," 146,016.00 "," 158,184.00 ",0.0,0.0
